"Kaygi" "Korku" "Ozyet" "Ilgi" "Davranis" "Basari"
"1296" -0.73 -0.767 -0.02 -0.2723 0.2171 4
"1297" 0.79 0.64 -0.77 -0.7332 0.2171 2.9
"1298" 0.32 0.1524 0.15 -1.5329 -0.0721 4.2
"1299" -0.2 -0.3017 -0.92 0.6584 1.4702 3.9
"1300" -0.73 0.9139 -0.18 1.4565 0.2171 5.5
"1301" 1.89 0.3889 1.47 0.1775 1.9398 3.2
"1302" -0.2 0.3889 -0.48 -0.7332 0.4486 4.2
"1303" 0.32 0.64 -0.18 0.1775 0.2171 3.9
"1304" -2.37 -0.3017 0.34 1.4565 1.4702 5.2
"1305" -1 -1.0202 0.54 1.4565 1.4702 4.3
"1306" 0.32 0.64 -0.33 0.4296 0.2171 3.9
"1307" 0.56 0.1524 -1.06 -0.2514 0.811 3.2
"1308" 0.32 0.9139 0.34 0.1775 -0.0721 4.8
"1309" -0.47 -1.2999 -0.63 -0.7332 0.2171 4.3
"1310" 0.32 0.64 0.15 1.4565 1.5866 3.6
"1311" -0.47 1.2219 -0.77 -0.2514 -1.0226 4.4
"1312" 1.26 1.2219 -1.36 -0.2514 -1.0226 3.9
"1313" -0.2 -3.7666 -0.18 0.1775 1.9398 3.3
"1314" 0.32 1.2219 0.34 0.1775 2.0662 3.2
"1315" 1.02 0.64 2.27 -0.1091 1.2288 3.2
"1316" 0.32 0.1524 -0.77 0.6584 1.0998 4.8
"1317" -0.2 -0.076 0.54 0.6584 3.0247 3.9
"1318" 0.79 1.2219 0.78 -0.2514 0.6426 3.6
"1319" 0.56 1.5828 -0.92 -0.2514 0.2171 3.5
"1320" -0.47 -1.0202 0.78 0.1775 0.9618 5.2
"1321" 0.32 -0.53 -0.33 1.4565 -0.0721 4.1
"1322" 0.79 0.64 -0.63 0.6088 0.2171 3.4
"1323" 0.56 -0.076 -1.51 -1.5329 0.6426 3.7
"1324" -2.37 -2.0269 -0.48 1.2691 0.2171 4.2
"1325" 0.79 0.64 -1.36 0.6584 -2.1402 3.3
"1326" 0.32 -0.767 0.54 -0.2514 -0.0721 3.7
"1327" -2.37 -3.7666 -0.77 -0.2514 -2.1402 3.6
"1328" 2.55 0.64 -2.57 -1.5329 -2.1402 4.2
"1329" 0.56 0.1524 -0.48 1.4565 0.9618 3.7
"1330" -1.3 -0.53 0.34 0.6584 1.4702 4.7
"1331" -0.2 1.2219 0.15 1.4565 0.9618 4.8
"1332" -0.2 -1.2999 -0.33 0.1775 1.2288 4.7
"1333" 1.26 0.1524 1.07 0.1775 1.0998 4.8
"1334" -0.47 0.1524 -0.48 1.4565 1.0998 4.3
"1335" -0.2 0.1524 -0.33 -1.5329 0.4486 4.3
"1336" 1.26 -0.076 -0.18 -1.5329 -2.1402 3.5
"1337" 1.53 -0.076 -0.92 0.1775 0.2171 4.1
"1338" 2.55 -3.7666 2.27 1.4565 4.4249 5
"1339" 1.89 1.2219 -0.02 1.4565 -0.0721 4.6
"1340" 0.56 -0.53 -0.92 -1.5329 0.9618 3.5
"1341" 0.06 -0.3017 -0.33 -0.1191 -1.0226 4.1
"1342" 0.79 0.64 -1.36 1.4565 -0.0721 3
"1343" 0.32 0.3889 -0.63 -1.5329 -0.4567 3.2
"1344" -0.2 -0.3017 -0.18 0.6584 1.2288 4.7
"1345" 0.32 -3.7666 -0.18 0.1775 0.6426 4
"1346" 0.32 1.2219 -1.51 -1.3074 0.6426 5.1
"1347" 1.53 0.3889 0.15 0.1775 2.7409 4.7
"1348" 0.56 0.3889 -0.48 1.4565 1.7024 4
"1349" 0.56 1.5828 2.27 1.4565 1.5866 4.7
"1350" 0.32 0.3889 -0.18 0.1775 1.7024 3.3
"1351" -0.47 -2.5995 -0.48 -0.3495 1.0998 5
"1352" 0.56 -0.3017 0.54 1.4565 1.5866 3.1
"1353" 0.79 0.3889 -0.48 0.6584 1.4702 4.6
"1354" -2.37 -3.7666 1.47 1.4565 4.4249 5.3
"1355" 0.06 -0.53 0.15 -0.2514 0.4486 5.8
"1356" -0.2 0.1524 1.47 0.6584 -1.0226 5.9
"1357" -0.47 -0.3017 2.27 -0.2514 0.2171 6.3
"1358" 0.06 -0.076 2.27 -0.2514 -0.0721 6
"1359" -1 -1.6239 2.27 -1.0033 2.0662 6.5
"1360" -0.2 1.2219 2.27 1.4565 0.4486 6.5
"1361" 0.06 0.3889 0.54 -0.2514 -0.4567 6.4
"1362" 0.32 0.1524 0.34 -0.2514 -1.0226 5.7
"1363" 0.06 0.3889 1.07 -0.2514 0.4486 7.1
"1364" -0.2 0.64 1.07 0.6584 0.811 5.3
"1365" 1.02 -0.076 -0.33 1.4565 0.811 4.2
"1366" -0.2 -0.767 -0.92 1.4565 0.9618 4.2
"1367" 0.56 -0.076 0.15 0.6584 -0.0721 5.2
"1368" -1.3 -0.076 0.54 -0.7332 0.6426 4.1
"1369" 1.53 0.3889 1.47 1.4565 -0.4567 4.7
"1370" 1.02 2.6645 -0.02 -0.2514 0.6426 4.8
"1371" -0.2 -3.7666 1.47 -1.5329 1.8194 3.8
"1372" 0.32 3.9067 -0.77 0.1775 -0.4567 3.5
"1373" 1.53 0.64 -0.33 0.6584 -0.4567 5.2
"1374" 1.26 0.3889 -0.02 -0.7332 0.6426 3.3
"1375" 1.02 0.64 -2.05 1.4565 0.2171 3.6
"1376" 0.56 -0.076 -0.18 0.6584 0.2171 3.8
"1377" 0.79 0.1524 -2.05 -0.2514 -1.0226 3.8
"1378" 0.06 -0.076 -0.92 1.4565 0.4486 3.5
"1379" 2.55 1.2219 -1.68 -1.5329 -0.4567 3.4
"1380" 0.32 -0.076 -1.21 0.1775 0.2171 5
"1381" -0.47 3.9067 2.27 0.6584 1.4702 4.6
"1382" 0.79 0.9139 -0.63 -0.2514 0.2171 4.3
"1383" 0.32 0.9139 -0.92 -1.3074 -0.4567 4.7
"1384" -1.68 -1.0202 0.34 1.4565 1.3516 4.7
"1385" -0.47 -0.076 -0.48 0.9484 0.6426 4.4
"1386" 1.89 1.2219 -0.02 0.1775 2.0662 4.3
"1387" 2.55 0.64 -0.02 -1.4164 -2.1402 3.6
"1388" 0.56 -0.3017 1.47 0.6584 2.3531 4.6
"1389" -0.2 -0.53 -0.18 1.4565 0.4486 5.2
"1390" 0.56 0.1524 -0.18 0.1775 0.6426 3.7
"1391" -1 -0.3017 2.27 0.6584 1.2288 5.3
"1392" 0.79 1.5828 -1.06 -1.334 -0.4567 4.2
"1393" -0.73 -1.6239 0.78 1.4006 0.9618 4.5
"1394" -1.68 2.0328 -1.06 -1.5329 -1.0226 4.1
"1395" 0.56 0.1524 -0.18 1.4565 0.4486 4.3
"1396" 2.55 1.2219 -0.63 -1.5329 0.9618 4.4
"1397" 1.02 3.9067 0.15 -0.2514 1.5866 3.8
"1398" -2.37 -0.076 2.27 0.1775 0.811 6
"1399" -0.47 0.64 -0.02 1.4565 1.1797 4.5
"1400" 0.06 1.5828 -0.18 1.4565 0.9618 5.1
"1401" -0.47 -0.076 -0.18 -0.2514 0.6426 5.6
"1402" -0.2 0.1524 -0.33 -0.2514 0.4486 5.5
"1403" 1.02 0.1524 0.78 1.4565 1.7024 5
"1404" 1.02 1.2219 -0.48 -0.3495 -2.1402 3.8
"1405" 0.79 0.9139 0.54 1.4565 -0.0721 4.7
"1406" 1.26 1.5828 0.54 1.4565 0.811 4.8
"1407" 2.55 0.64 1.47 0.6584 2.0662 3.2
"1408" 0.56 -0.767 -0.92 1.4565 -0.4567 3.1
"1409" -0.73 -1.2999 0.15 0.1775 1.7024 4.2
"1410" 0.32 -0.076 -0.63 -1.5329 1.7895 3.6
"1411" 1.02 0.64 -0.48 0.1775 0.4486 3.8
"1412" 0.56 0.3889 -1.06 -1.5329 0.2171 4.8
"1413" -0.73 -3.7666 0.78 1.4565 2.2229 4.8
"1414" 2.55 -0.767 -2.05 -1.5329 -2.1402 3
"1415" 0.06 2.157 -0.63 -0.7332 1.0998 3.1
"1416" -1 -0.767 0.78 1.4565 1.2288 2.8
"1417" -1 1.5828 1.07 1.4565 1.3516 4
"1418" 1.26 -0.076 -0.63 1.4565 -0.4567 4.6
"1419" 0.79 -1.2999 -0.92 -0.2514 0.4486 3.4
"1420" -1.68 -2.0269 1.47 0.1775 1.5866 4.2
"1421" 1.53 -0.076 -0.92 0.0758 0.4486 4.4
"1422" -0.73 -1.0202 -0.77 -1.3074 -0.4567 4.9
"1423" 0.32 2.6645 -0.18 -1.1696 0.4486 3.4
"1424" -1.3 -0.767 0.34 -0.2514 1.1416 5.5
"1425" 0.32 2.0328 0.78 1.4565 -1.0226 5.8
"1426" 1.02 0.9139 -0.18 1.4565 0.2171 5
"1427" -0.2 0.64 0.78 1.4565 1.0998 6.3
"1428" -1.3 -0.767 0.34 0.1775 0.4486 6.5
"1429" -1 -0.53 0.78 0.6584 1.7024 5.8
"1430" -1.3 -0.53 -0.33 1.4565 0.4486 5.8
"1431" -1.68 -0.076 -0.18 -0.7332 0.811 4.7
"1432" 0.56 -0.2626 0.15 1.4565 0.4486 5.2
"1433" 0.79 2.0328 -0.33 -0.2514 0.6426 6.2
"1434" 0.56 0.9139 -0.63 -0.7332 1.4702 4.3
"1435" 2.55 0.64 -0.18 -1.3074 0.2171 4.7
"1436" 0.06 -0.076 -0.48 0.1775 0.2171 5.5
"1437" 0.56 0.64 -1.06 0.6584 1.5866 3.5
"1438" 0.32 1.5828 0.15 -1.5329 1.3516 4.3
"1439" -0.47 -1.0202 0.34 1.4565 -1.0226 4.5
"1440" 2.55 2.0328 2.27 -0.2514 -2.1402 5.9
"1441" 0.56 -0.767 -0.18 1.4565 2.5276 5.1
"1442" -0.47 -0.53 -0.18 0.1775 1.2288 4.5
"1443" 2.55 0.64 -0.63 -1.5329 -0.0721 4.2
"1444" 0.32 -0.076 -1.06 -0.3495 -1.0226 4.5
"1445" 1.26 -0.3017 2.27 1.4565 1.4702 5.1
"1446" 1.02 1.5828 -0.33 -1.4788 -0.4567 4.7
"1447" 0.06 1.5828 0.34 0.6584 -0.0721 4.2
"1448" 0.06 -0.53 -0.63 0.1775 0.2171 4.6
"1449" 1.26 0.64 -0.63 0.4296 -2.1402 5
"1450" -1.68 -0.3017 0.54 -0.2514 1.0998 5.6
"1451" 1.53 2.0328 -1.36 -0.7332 -2.1402 4.6
"1452" -0.73 -0.076 0.54 1.4565 0.6426 5
"1453" 0.06 0.64 -0.02 -0.7332 -0.0721 6.2
"1454" 0.56 -0.076 -0.02 1.4565 1.0998 4.9
"1455" -0.47 0.64 -0.18 0.1775 -2.1402 4.7
"1456" 0.56 0.1524 -0.02 1.4565 0.811 5.3
"1457" -0.47 -1.2999 -0.02 1.4565 0.811 5.7
"1458" 0.56 0.64 -0.33 0.6584 0.4486 5.2
"1459" -0.47 0.1524 2.27 0.1775 1.8194 5.4
"1460" 0.56 0.64 0.15 0.0421 -0.0721 5.5
"1461" -1 -0.767 1.07 1.4565 0.811 4.4
"1462" 1.26 0.9139 -0.18 0.1775 0.6426 4.9
"1463" 0.56 0.3889 1.07 1.4565 0.811 5.2
"1464" 0.06 -1.0202 0.15 1.4565 0.4486 4.7
"1465" 0.79 0.64 -0.92 1.0129 0.2171 3.8
"1466" -0.2 1.5828 0.15 0.6584 1.0998 4.8
"1467" 1.02 0.64 -0.18 -1.5329 0.4486 4.7
"1468" -1.3 -0.076 2.27 1.4565 0.4486 4.9
"1469" 0.32 0.64 -0.33 -1.5329 0.9618 4.1
"1470" 0.32 0.64 -0.18 0.6584 0.9618 3.4
"1471" 1.02 0.3889 -0.48 1.4565 0.9618 4.9
